The number after B is the patent number
C5848105   20110118 C1
C5438518   20110118 C1
C6766617   20110118 C1
C6780079   20110118 C1
C7134749   20110118 C1
C7113152   20110125 C1
C6384402   20110125 C2
C5894079   20110125 C1
C7014012   20110125 C1
C5792640   20110125 C2
C5982921   20110125 C1
C7052340   20110125 C1
C7114668   20110125 C1
C7501177   20110125 C1
C5913433   20110201 C1
C6026363   20110208 C1
C6402120   20110208 C1
C7231245   20110208 C1
C6352887   20110208 C1
C5923250   20110208 C1
C6008786   20110208 C1
C5685786   20110208 C1
C5505464   20110208 C1
C7410475   20110208 C1
C6745873   20110208 C1
C6441496   20110208 C1
C6183366   20110208 C1
C6080147   20110208 C1
C7467229   20110208 C1
C7669056   20110208 C1
C6519204   20110215 C1
C6546552   20110215 C1
C6233389   20110215 C2
C5886274   20110215 C1
C5635201   20110215 C1
C5711449   20110215 C1
C5123821   20110215 C1
C5314630   20110215 C1
C7452202   20110215 C1
C7493236   20110215 C1
C7226739   20110215 C1
C7225081   20110215 C1
C7096999   20110215 C1
C7064663   20110215 C1
C6767487   20110215 C1
C6587067   20110215 C1
C6571336   20110215 C1
C6740232   20110215 C1
C7208170   20110222 C1
C6237275   20110222 C1
C7047806   20110222 C1
C6991423   20110222 C1
C7129822   20110222 C1
C6715020   20110222 C1
C7193508   20110222 C1
C5916114   20110222 C1
C5164444   20110222 C4
C5082396   20110222 C1
C6675589   20110222 C2
C5321520   20110222 C1
C5870699   20110222 C1
C6424008   20110222 C1
C7160058   20110222 C1
C6832958   20110301 C1
C6751562   20110301 C1
C6687745   20110301 C1
C6133627   20110301 C1
C5852326   20110301 C1
C5949331   20110301 C1
C5530890   20110301 C1
C5503537   20110301 C1
C5577109   20110301 C1
C5675819   20110301 C1
C5712453   20110301 C1
C5806063   20110301 C1
CRE39989   20110301 C1
C7457250   20110301 C1
C7172303   20110301 C1
CD526418   20110308 C1
C6611789   20110308 C1
C7540542   20110308 C1
C4974088   20110308 C1
C6367610   20110308 C1
C6250974   20110308 C1
C6272467   20110308 C1
C6206695   20110308 C1
C5494160   20110308 C1
C6213979   20110308 C1
C6387499   20110308 C1
C6573099   20110308 C1
C5876961   20110308 C1
C5884096   20110308 C2
C6630645   20110308 C1
C6332646   20110308 C1
C6328260   20110308 C1
C7149195   20110308 C1
C7201554   20110308 C1
C7189973   20110308 C1
C7247150   20110308 C1
C7231363   20110308 C1
C7085566   20110308 C1
C7135790   20110308 C1
C7131819   20110308 C1
C7173922   20110308 C1
C6649368   20110308 C1
C6735874   20110308 C1
CRE37545   20110308 C2
C6919122   20110315 C1
C7068430   20110315 C1
C7074448   20110315 C1
C7338700   20110315 C1
C7472830   20110315 C1
C7363106   20110315 C1
CD511580   20110315 C1
C7717813   20110315 C1
C5487069   20110315 C1
C4439759   20110315 C1
C5679977   20110315 C1
C5612682   20110315 C1
C5885835   20110315 C1
C5911242   20110315 C1
C5823941   20110315 C1
C5766406   20110315 C1
C6222447   20110315 C1
C6389437   20110315 C1
C6611686   20110315 C1
C6894838   20110315 C1
C6759114   20110322 C1
C6697295   20110322 C1
C6686050   20110322 C1
C6681120   20110322 C1
C6427070   20110322 C1
C6411947   20110322 C1
C6487725   20110322 C1
C6296579   20110322 C1
C5868710   20110322 C1
C5812669   20110322 C2
C5899052   20110322 C1
C5513359   20110322 C2
C5587236   20110322 C1
C5724769   20110322 C1
C5347382   20110322 C1
C6939052   20110322 C1
C7666731   20110322 C1
C5075684   20110322 C2
C5311745   20110322 C1
C5631656   20110329 C1
C6864245   20110329 C1
C5737054   20110329 C1
C6223548   20110329 C1
C6095628   20110329 C1
C5902480   20110329 C1
C6061798   20110329 C1
C7533433   20110329 C1
C6141298   20110329 C1
C7236151   20110329 C1
C6995940   20110329 C1
C7170481   20110329 C1
C7163856   20110329 C1
C5493335   20110329 C1
C5791991   20110329 C1
C5562631   20110405 C1
CRE40564   20110405 C1
C7583990   20110405 C1
C7336862   20110405 C1
C7310544   20110405 C1
C6730042   20110405 C2
C6934219   20110405 C1
C6465516   20110405 C1
C6504308   20110405 C1
C6208435   20110405 C1
C5991801   20110405 C1
C5990810   20110405 C1
C6034769   20110405 C2
C5530582   20110405 C1
C5713740   20110405 C1
C5376252   20110405 C1
C5428699   20110405 C1
C5507485   20110412 C2
C7503868   20110412 C1
C6513042   20110412 C1
C6644184   20110412 C1
C7533432   20110412 C1
C6496688   20110412 C1
C7561681   20110412 C1
C5893120   20110412 C1
C7599726   20110412 C1
C6987632   20110412 C1
C7182109   20110412 C1
C7405203   20110412 C1
C6347847   20110412 C1
C5455854   20110412 C1
C5606621   20110412 C1
C6711426   20110419 C1
C7447558   20110419 C1
C6265196   20110419 C1
C6018642   20110419 C1
C6118480   20110419 C1
C4910652   20110419 C1
C5956681   20110419 C1
C5236503   20110419 C1
C5259023   20110419 C1
C5567083   20110419 C1
C7225869   20110419 C1
C7098189   20110419 C1
C6601930   20110419 C1
C7243002   20110426 C1
C6509387   20110426 C1
C6189034   20110426 C1
C5794862   20110426 C1
C5590981   20110426 C1
C5452416   20110426 C1
C5636223   20110426 C1
C5730143   20110426 C1
C7726322   20110426 C1
C7328084   20110426 C1
C5942699   20110426 C1
C5976141   20110426 C1
C7330952   20110426 C1
C7076533   20110426 C1
C7681272   20110426 C1
C7469381   20110426 C1
C5157391   20110426 C1
C5913180   20110426 C1
C5553971   20110503 C1
C5732037   20110503 C1
C6027026   20110503 C1
C6044062   20110503 C1
C6287613   20110503 C1
C6202649   20110503 C1
C6466238   20110503 C1
C6440457   20110503 C1
C6638313   20110503 C1
C6947702   20110503 C1
C7283519   20110503 C1
C7706250   20110503 C1
C6250245   20110510 C1
C6557686   20110510 C1
C5833002   20110510 C1
C6115074   20110510 C1
C6118894   20110510 C1
C6134092   20110510 C1
C5416602   20110510 C1
C5459522   20110510 C1
C5329369   20110510 C1
C5115497   20110510 C1
CRE39909   20110510 C1
CRE36978   20110510 C1
C7261947   20110510 C1
C7505785   20110510 C1
C7401098   20110510 C1
C7420294   20110510 C1
C7360050   20110510 C1
C7115344   20110510 C1
C7120634   20110510 C1
C7059076   20110510 C1
C7008396   20110510 C1
C7330953   20110510 C1
C6705453   20110510 C1
C6652879   20110510 C1
C6535719   20110510 C1
C7001951   20110510 C1
C6956484   20110510 C1
C6924891   20110510 C1
C6009469   20110510 C1
C6335678   20110510 C1
C6325085   20110510 C1
C6505179   20110517 C1
C6634461   20110517 C1
C5937341   20110517 C1
C5953413   20110517 C1
C5822267   20110517 C1
C6192325   20110517 C1
C4969730   20110517 C1
C4983032   20110517 C1
C5467002   20110517 C2
C5332981   20110517 C1
C5189389   20110517 C1
C5804596   20110517 C1
C5633811   20110517 C1
CRE35449   20110517 C1
C7606542   20110517 C1
C7244497   20110517 C1
C6865852   20110517 C1
C6838101   20110517 C1
C6729932   20110517 C1
C7084859   20110517 C1
C6990366   20110517 C3
C6470595   20110517 C1
C6410516   20110517 C1
C6425401   20110517 C1
C6679619   20110517 C1
C6456189   20110517 C1
C6511200   20110524 C1
C6614776   20110524 C1
C6112279   20110524 C1
C6018121   20110524 C1
C5390173   20110524 C2
C5235635   20110524 C1
C5689499   20110524 C1
C7738672   20110524 C1
C7268359   20110524 C1
C7192218   20110524 C1
C7510299   20110524 C2
C7481021   20110524 C1
C7398859   20110524 C1
C7402095   20110524 C1
C6739461   20110524 C1
C7126008   20110524 C1
C7090506   20110524 C1
C7102041   20110524 C1
C6468185   20110524 C1
C6703166   20110524 C1
C6201367   20110524 C1
C5942986   20110531 C1
C6341218   20110531 C1
C5778338   20110531 C1
C6048923   20110531 C1
C5430436   20110531 C1
C5699485   20110531 C1
C5634074   20110531 C1
CD584396   20110531 C1
C7602080   20110531 C1
C7533434   20110531 C1
C7287119   20110531 C1
C7299592   20110531 C1
C7519990   20110531 C1
C7531743   20110531 C1
C6778160   20110531 C1
C6722177   20110531 C1
C7021537   20110531 C1
C7383453   20110531 C1
C7314328   20110531 C1
C7315190   20110531 C1
C7325994   20110531 C1
C6528666   20110531 C1
C5845481   20110531 C1
C6175066   20110607 C1
C6502135   20110607 C1
C6166667   20110607 C1
C6225795   20110607 C1
C6252515   20110607 C1
C6249217   20110607 C1
C6243373   20110607 C1
C6304925   20110607 C1
C6366522   20110607 C1
C6357060   20110607 C1
C6006227   20110607 C1
C6002457   20110607 C1
C6962511   20110607 C1
C6951596   20110607 C1
C6466862   20110607 C1
C6045834   20110607 C1
C5991735   20110607 C1
C5440749   20110607 C1
C5109414   20110607 C2
C5148366   20110607 C1
C5268166   20110607 C1
C5710557   20110607 C1
CRE40613   20110607 C1
C7595626   20110607 C1
C7290288   20110607 C2
C7295668   20110607 C1
C7300233   20110607 C1
C7188180   20110607 C1
C7448085   20110607 C1
C7406800   20110607 C1
C7411080   20110607 C1
C6867253   20110607 C1
C6831661   20110607 C1
C6731989   20110607 C1
C6403027   20110607 C1
C6406499   20110607 C2
C6371637   20110607 C1
C6628771   20110607 C1
C6643765   20110607 C1
C6345400   20110614 C1
C6750258   20110614 C1
C5925803   20110614 C1
C5848396   20110614 C1
C6315616   20110614 C2
C6972786   20110621 C1
C6352559   20110621 C1
C5991374   20110621 C1
C5448520   20110621 C1
C6249316   20110621 C1
C5283726   20110621 C1
C6373876   20110621 C1
C5584100   20110621 C1
C6308070   20110621 C1
C5955589   20110628 C1
C5876533   20110628 C1
C5890172   20110628 C1
C5845995   20110628 C1
C5848398   20110628 C1
C5765642   20110628 C2
C6063776   20110628 C1
C6080119   20110628 C1
C6101534   20110628 C1
C6025774   20110628 C1
C6040180   20110628 C1
C4977577   20110628 C1
C5421442   20110628 C1
C5366660   20110628 C1
C5802398   20110628 C1
C5724567   20110628 C1
C5590713   20110628 C1
C7650931   20110628 C1
C7711402   20110628 C1
C7597396   20110628 C1
C7635060   20110628 C1
C7255992   20110628 C1
C7523063   20110628 C1
C7424948   20110628 C1
C7360367   20110628 C1
C6767879   20110628 C1
C7110270   20110628 C1
C7116128   20110628 C1
C7045486   20110628 C1
C6999295   20110628 C1
C7318319   20110628 C1
C6616400   20110628 C1
C6625439   20110628 C1
C6590269   20110628 C1
C6210064   20110628 C1
C6230625   20110628 C1
C6238412   20110628 C1
C6545990   20110628 C1
C6513058   20110628 C1
C6516236   20110628 C1
C5501404   20110628 C1
C7307104   20110705 C1
C6566807   20110705 C2
C6116314   20110705 C1
C6177956   20110705 C1
C5544360   20110705 C1
C7640048   20110705 C1
C5635201   20110705 C2
C6451864   20110705 C1
C6501234   20110705 C1
C7152093   20110705 C1
C4935184   20110705 C1
C6565509   20110705 C1
C6552109   20110705 C1
C6212547   20110705 C1
C6400126   20110705 C1
C6599116   20110705 C1
C6793608   20110705 C1
C7120754   20110705 C1
C6480710   20110705 C1
C7578439   20110712 C1
C7331226   20110712 C1
C5277358   20110712 C1
C6460886   20110712 C1
C6521247   20110712 C1
C6313081   20110712 C1
C5999084   20110712 C1
C6856205   20110712 C1
C6958515   20110712 C1
C6419870   20110712 C1
C7081196   20110719 C1
C6970834   20110719 C1
C6974084   20110719 C1
C7096072   20110719 C1
C7827805   20110719 C1
C5774186   20110719 C3
C5865841   20110719 C1
C5825449   20110719 C2
C5470884   20110719 C1
C7057150   20110719 C1
C6588863   20110719 C1
C6745439   20110719 C1
C6526808   20110719 C1
CRE35370   20110719 C1
C6886715   20110719 C1
C4922432   20110719 C1
CRE41006   20110719 C1
C6397974   20110719 C1
C7368032   20110719 C1
C6400471   20110719 C1
C5448585   20110719 C2
C7434347   20110719 C1
C7511963   20110719 C1
C7220633   20110719 C1
C7587787   20110726 C1
C6900462   20110726 C1
C7361251   20110726 C1
CRE39947   20110726 C1
C6702857   20110726 C1
C7012040   20110726 C1
C6476010   20110726 C1
C6680091   20110726 C2
C7296706   20110726 C1
CRE36847   20110802 C1
C5653760   20110802 C1
C7232197   20110802 C1
C7183141   20110802 C1
C7192450   20110802 C1
C7504451   20110802 C1
C7363349   20110802 C1
C6749198   20110802 C1
C6734926   20110802 C1
C7050043   20110802 C1
C6392190   20110802 C1
C6342290   20110802 C1
C6364198   20110802 C1
C6265055   20110802 C3
C6542936   20110802 C1
C6560236   20110802 C1
C5764543   20110802 C1
C5973600   20110802 C1
C5077733   20110802 C1
C5635523   20110802 C1
C7815974   20110802 C1
C7917186   20110809 C1
C7557997   20110809 C1
C7226978   20110809 C1
C7215766   20110809 C1
C7396401   20110809 C1
C7344568   20110809 C1
C6873065   20110809 C1
C7369772   20110809 C1
C6438547   20110809 C1
C6571604   20110809 C1
C6299793   20110809 C1
C5255309   20110809 C1
C4792968   20110809 C1
C5491437   20110809 C1
C6735575   20110816 C1
C6878717   20110816 C1
C5863632   20110816 C1
C7433874   20110816 C1
C6965874   20110816 C1
C7400858   20110816 C1
C5231327   20110816 C1
C5785281   20110816 C1
C6582462   20110816 C1
C5411552   20110816 C1
C5979876   20110816 C1
C5674882   20110816 C1
C5799279   20110816 C1
C7222644   20110816 C1
C6230916   20110823 C1
C6246247   20110823 C1
C5930156   20110823 C1
C6942248   20110823 C1
C6613022   20110823 C1
C6691453   20110823 C1
C7326094   20110823 C1
C7300420   20110823 C1
C7544671   20110823 C1
C6540096   20110823 C1
C6201217   20110823 C1
C5774372   20110823 C1
C5843073   20110823 C2
C5889943   20110823 C1
C6512921   20110823 C1
C6547780   20110823 C2
C5822523   20110830 C1
C5592555   20110830 C1
C5643446   20110830 C1
C5931839   20110830 C1
C5664055   20110830 C1
C5784431   20110830 C1
C6590220   20110830 C1
C6681894   20110830 C1
CRE37823   20110830 C1
C7104695   20110830 C2
C5980561   20110830 C1
C7845889   20110830 C1
C5885607   20110830 C1
C5541206   20110830 C1
C6447392   20110830 C1
C5462554   20110830 C1
C7096776   20110830 C1
C5836908   20110830 C1
C6199048   20110906 C2
C5536307   20110906 C1
C5471967   20110906 C1
C5315703   20110906 C1
C5657317   20110906 C1
C5611322   20110906 C1
C7537964   20110906 C1
C7228901   20110906 C1
C7565775   20110906 C1
C7580733   20110906 C1
C7441196   20110906 C1
C7473008   20110906 C1
C6991169   20110906 C1
C6677894   20110906 C1
C6659375   20110906 C1
C6598148   20110906 C1
C6891838   20110906 C1
C6863168   20110906 C1
C6292218   20110906 C1
C6083519   20110906 C1
C6013398   20110913 C1
C5435390   20110913 C1
C5452004   20110913 C1
C5694322   20110913 C1
C7871512   20110913 C1
C7754023   20110913 C1
C7774942   20110913 C1
C7690160   20110913 C1
C7553185   20110913 C1
C7585311   20110913 C1
C7530792   20110913 C1
C7532081   20110913 C1
C6816356   20110913 C1
C6712683   20110913 C1
C7176455   20110913 C1
C7109815   20110913 C1
C7123030   20110913 C1
C7028758   20110913 C1
C6439031   20110913 C1
C6681351   20110913 C1
C6642829   20110913 C1
C6653947   20110913 C1
C6592644   20110913 C1
C6609762   20110913 C1
C6526219   20110913 C1
C6011259   20110913 C2
C6457681   20110913 C1
C5903803   20110913 C1
C7250464   20110920 C1
C5544352   20110920 C1
C6343314   20110920 C1
C6955576   20110920 C3
C6655640   20110920 C1
C6692436   20110920 C1
C7320691   20110920 C1
C7166692   20110920 C1
C6718359   20110920 C1
C7351404   20110920 C1
C7420031   20110920 C1
C7566464   20110920 C1
C5781442   20110920 C1
C5412730   20110920 C1
C5370251   20110920 C1
C5292125   20110920 C3
C5799609   20110920 C1
C5591008   20110920 C1
CD607918   20110920 C1
C7599726   20110920 C2
C7632228   20110920 C1
C7550675   20110920 C1
C5893120   20110920 C2
C7188970   20110920 C1
C7663091   20110927 C1
C6997905   20110927 C1
C6414470   20110927 C1
C5808045   20110927 C1
C7445926   20110927 C1
C5815551   20110927 C1
C7607635   20110927 C1
C5444665   20110927 C1
C7373155   20110927 C1
C7667056   20110927 C1
C5832494   20110927 C1
C7511043   20110927 C1
C7756657   20111004 C1
C7722448   20111004 C1
C7671143   20111004 C1
C7673237   20111004 C1
C7771352   20111004 C1
C7778680   20111004 C1
C7894180   20111004 C1
C7345312   20111004 C1
C7505243   20111004 C1
C7497827   20111004 C1
C7573706   20111004 C1
C7569033   20111004 C1
C7273017   20111004 C1
C7272639   20111004 C1
C7036728   20111004 C1
C7017874   20111004 C2
C5481546   20111004 C2
C5329369   20111004 C2
C5251294   20111004 C1
C5799320   20111004 C2
C5597213   20111004 C1
C5623660   20111004 C1
C5490216   20111004 C1
C5496298   20111004 C1
C5872244   20111004 C1
C6174397   20111004 C1
C6065880   20111004 C1
C6096329   20111004 C1
C6047530   20111004 C1
C6321201   20111004 C1
C6233571   20111004 C1
C6539022   20111004 C1
C6442963   20111004 C1
C6406848   20111004 C1
C6685852   20111004 C1
C6711283   20111004 C1
C6571334   20111004 C1
C6931327   20111004 C1
C6964850   20111004 C1
C6885870   20111004 C1
C6773331   20111004 C1
C6732667   20111004 C1
C7059258   20111004 C1
C5849289   20111011 C1
C7448335   20111011 C1
C6206349   20111011 C1
C6667344   20111011 C1
C6347553   20111011 C1
C7682828   20111011 C1
C7567742   20111011 C1
C7219790   20111011 C1
C5390100   20111011 C1
C6696316   20111011 C1
C6174075   20111011 C1
C6389301   20111011 C1
C5519867   20111018 C1
C6453302   20111018 C1
C6814953   20111018 C1
C7754801   20111025 C1
C5481721   20111025 C1
C6144292   20111025 C1
C6103490   20111025 C1
C6003019   20111025 C1
C7523710   20111025 C1
C6333045   20111025 C1
C6638401   20111025 C1
C6918532   20111025 C1
C7069235   20111025 C1
C7103511   20111025 C1
C5927341   20111025 C1
C7842289   20111101 C1
C7595075   20111101 C1
C7313720   20111101 C1
C7201661   20111101 C1
C7117516   20111101 C1
C7033344   20111101 C1
C6652480   20111101 C1
C6323224   20111101 C1
C6211728   20111101 C1
C6216567   20111101 C1
C6102802   20111101 C1
C5878753   20111101 C1
C5654407   20111101 C1
C4944514   20111101 C1
C6012811   20111108 C1
C6966019   20111108 C1
C7792562   20111108 C1
C6651000   20111115 C1
C6527681   20111115 C1
C6558264   20111115 C1
C6563415   20111115 C1
C6445777   20111115 C1
C6151332   20111115 C1
C6061520   20111115 C1
C6092896   20111115 C1
C7726029   20111115 C1
C7383572   20111115 C1
C7230345   20111115 C1
C7058586   20111115 C1
C6973229   20111115 C1
C6625454   20111115 C1
C6729932   20111115 C2
C5364093   20111115 C1
C6904370   20111115 C1
C5755574   20111122 C1
C5658767   20111122 C2
C5684450   20111122 C1
C5541654   20111122 C1
C5439678   20111122 C1
C5467455   20111122 C1
C6718640   20111122 C1
C6655613   20111122 C1
C6611654   20111122 C1
C6422413   20111122 C1
C6338106   20111122 C1
C6351205   20111122 C1
C6304925   20111122 C2
C6213110   20111122 C1
C6223190   20111122 C2
C6079490   20111122 C1
C6055439   20111122 C1
C5929750   20111122 C1
C5960074   20111122 C1
CD511604   20111122 C1
C7698719   20111122 C1
C7707081   20111122 C1
C7607265   20111122 C1
C7509795   20111122 C1
C7371075   20111122 C1
C7315818   20111122 C1
C7297761   20111122 C1
C7223552   20111122 C2
C7067818   20111122 C2
C7084180   20111122 C1
C6961737   20111122 C1
C6963899   20111122 C1
C6966259   20111122 C1
C5830237   20111129 C2
C7048050   20111129 C1
C5652427   20111129 C1
C5365113   20111129 C1
C6887616   20111129 C1
C6921337   20111129 C1
C6871179   20111129 C1
C6827111   20111129 C1
C6480510   20111129 C1
C6430395   20111129 C1
C6432133   20111129 C1
C6335965   20111129 C1
C6114635   20111129 C2
C6119181   20111129 C1
C6020942   20111129 C1
C5962851   20111129 C1
C5914322   20111129 C1
C7905833   20111129 C1
C7826981   20111129 C1
C7758888   20111129 C1
C7765944   20111129 C1
C7772203   20111129 C1
C7481356   20111129 C1
C7357087   20111129 C1
C7315983   20111129 C1
C7302318   20111129 C1
C7222623   20111129 C1
C7103419   20111129 C1
C7037543   20111129 C2
C5739457   20111129 C1
C5598138   20111206 C1
C6952247   20111206 C2
C6895881   20111206 C1
C6851894   20111206 C1
C6785606   20111206 C1
C6547764   20111206 C1
C6268490   20111206 C1
C6118976   20111206 C1
C6020729   20111206 C1
C7899511   20111206 C1
C7835777   20111206 C1
C7703686   20111206 C1
C7617240   20111206 C1
C7500796   20111206 C1
C7356928   20111206 C1
C4965825   20111206 C3
C6964688   20111213 C2
C5867422   20111213 C1
C5803935   20111213 C1
C5686965   20111213 C1
C5515038   20111213 C1
C5465213   20111213 C2
C6899832   20111213 C2
C6870755   20111213 C1
C6678248   20111213 C1
C6454472   20111213 C1
C6455574   20111213 C1
C6431983   20111213 C1
C6337114   20111213 C2
C6289277   20111213 C1
C6300863   20111213 C1
C6234853   20111213 C1
C6188578   20111213 C1
C6060818   20111213 C1
C6076094   20111213 C1
C5997915   20111213 C1
C7854506   20111213 C1
C7750144   20111213 C1
C7691183   20111213 C1
C7619662   20111213 C1
C7499716   20111213 C1
C7459547   20111213 C1
C7374111   20111213 C1
C7292095   20111213 C1
C7200200   20111213 C1
C7119689   20111213 C1
C7138918   20111213 C1
C7045013   20111213 C1
C7190834   20111220 C1
C6638313   20111220 C2
C6006227   20111220 C2
C7454358   20111220 C1
C7088862   20111220 C1
C7676392   20111220 C1
C6229366   20111220 C1
C5741705   20111220 C1
C7230153   20111227 C2
C7328845   20111227 C1
C7557301   20111227 C1
C7732593   20111227 C1
C7870599   20111227 C1
CRE39559   20111227 C1
C6104700   20111227 C1
C6213968   20111227 C1
C5639738   20111227 C1
C5640152   20120103 C1
C7540166   20120103 C1
C7315190   20120103 C2
C6891744   20120103 C1
C6381748   20120103 C1
C6428113   20120103 C1
C6128454   20120103 C1
C6324404   20120103 C2
C7210573   20120110 C1
C7149511   20120110 C1
C6289460   20120110 C1
C6064970   20120110 C1
C6155485   20120110 C1
C5367627   20120110 C1
C6666377   20120110 C1
C5933071   20120110 C1
C6070946   20120110 C1
C7665105   20120110 C1
C7161738   20120110 C1
C7918394   20120117 C1
C4827226   20120117 C2
C5416706   20120117 C1
C5417691   20120117 C1
C5388101   20120117 C1
C5915239   20120117 C1
C5719119   20120117 C1
C5732390   20120117 C1
C5654748   20120117 C1
C5985348   20120117 C1
C6177108   20120117 C1
C6481259   20120117 C1
C6408307   20120117 C1
C6401412   20120117 C1
C6590656   20120117 C2
C6557871   20120117 C1
C6443094   20120117 C1
C6780175   20120117 C1
C7006920   20120117 C1
C7341147   20120117 C1
C7303080   20120117 C1
C7762213   20120117 C1
CRE40048   20120117 C1
CD498187   20120117 C1
CD568648   20120117 C1
C7138565   20120124 C1
C6223372   20120124 C1
C6645742   20120124 C1
C5973684   20120124 C1
C7154718   20120124 C1
C7231744   20120124 C1
C6392227   20120124 C1
C6638173   20120131 C1
C6771808   20120131 C1
C7052207   20120131 C1
C7423588   20120131 C1
C7249612   20120131 C2
C7452966   20120131 C1
C7453356   20120131 C1
C6372460   20120131 C1
C6135991   20120131 C1
C6215754   20120131 C1
C5566913   20120131 C1
C5772560   20120131 C1
CRE41060   20120131 C1
C7923047   20120131 C1
C5543047   20120131 C2
C5872640   20120207 C1
C7139404   20120207 C1
C7384244   20120207 C1
C7389718   20120207 C1
C6933608   20120207 C1
C5792753   20120207 C1
C7091620   20120207 C1
C7596474   20120207 C1
C6067803   20120214 C1
C5606165   20120214 C2
C5002491   20120214 C1
C6816905   20120214 C1
CRE42314   20120214 C1
C7662212   20120214 C1
C7135435   20120214 C1
C6920952   20120214 C1
C6501906   20120214 C1
C6344791   20120214 C1
C5377156   20120221 C1
C5452006   20120221 C1
C5737394   20120221 C1
C7709713   20120221 C1
C6828992   20120221 C1
C7780136   20120221 C1
C7483756   20120221 C1
C7623991   20120221 C1
C6809227   20120221 C1
C7184922   20120221 C1
C7193562   20120221 C1
C7106092   20120221 C1
C6282405   20120221 C1
C5624122   20120221 C1
C5329619   20120221 C1
C7363592   20120221 C1
C6172597   20120221 C1
C6239795   20120228 C1
C6373876   20120228 C2
C7604929   20120228 C1
C6624648   20120228 C1
C6601104   20120228 C1
C6908316   20120228 C1
C5991751   20120228 C1
C7702965   20120228 C1
C7123150   20120228 C1
C7651616   20120306 C1
C7661881   20120306 C1
C5191525   20120306 C2
C5784584   20120306 C2
C5702789   20120306 C2
C6070068   20120306 C1
C5986561   20120306 C1
C5901978   20120306 C1
C6245254   20120306 C1
C6543062   20120306 C1
C6928148   20120306 C1
C6803906   20120306 C1
C6840710   20120306 C1
C6766295   20120306 C1
C7004259   20120306 C1
C7216883   20120306 C1
C7154564   20120306 C1
C7544511   20120306 C1
C7443711   20120306 C1
C7828977   20120306 C1
C7763880   20120306 C1
C7695020   20120313 C1
C7530932   20120313 C2
C7620559   20120313 C1
C7617113   20120313 C1
C6375659   20120313 C1
C6155906   20120313 C1
C6074454   20120313 C1
C5359447   20120313 C1
C4940658   20120313 C1
C7991764   20120313 C1
C5856790   20120320 C1
C7678139   20120320 C1
C5568000   20120320 C1
C5670730   20120320 C1
C7774145   20120320 C1
CD467247   20120320 C1
C4827226   20120320 C3
C7108191   20120320 C1
C7210016   20120320 C1
C6985136   20120320 C1
C7091161   20120320 C1
C6497174   20120320 C1
C6484352   20120320 C1
C7467229   20120320 C2
C6375340   20120320 C1
C6142927   20120320 C2
C6253075   20120320 C1
C5894897   20120320 C1
C5916912   20120320 C1
C5501759   20120327 C1
C7534879   20120327 C1
C6779118   20120327 C1
C6687746   20120327 C1
C7062225   20120327 C1
C7385135   20120327 C1
C7785109   20120327 C1
C6560047   20120327 C1
C6348456   20120327 C1
C7336654   20120327 C1
C7280838   20120327 C1
C7742468   20120327 C1
C7177998   20120327 C1
C6135904   20120327 C1
C7774942   20120327 C2
C6252527   20120327 C1
C5898784   20120327 C1
C7179522   20120327 C1
C7589861   20120327 C1
C6008803   20120327 C1
C6058904   20120327 C1
C6859438   20120327 C1
C6633029   20120403 C1
C6136707   20120403 C1
C6661349   20120403 C1
C6606346   20120403 C1
C7829009   20120403 C1
CRE39231   20120403 C1
C7645213   20120403 C1
C6055314   20120403 C1
C7644987   20120403 C1
C7206763   20120403 C1
C5937402   20120403 C1
C5965831   20120403 C1
C7205643   20120403 C1
C6772142   20120403 C1
C5479476   20120403 C1
C7470841   20120403 C1
C6364302   20120410 C1
C6422291   20120410 C1
C6200613   20120410 C1
C5774878   20120410 C1
C5051799   20120410 C1
C5564859   20120410 C2
CD507466   20120410 C1
C7591050   20120410 C1
C7192308   20120410 C1
C6891094   20120410 C1
C6838796   20120410 C2
C6556488   20120410 C1
C7021668   20120417 C1
C6296579   20120417 C2
C6951894   20120417 C1
C7671411   20120417 C1
C7296688   20120417 C1
CRE39825   20120417 C1
C5884039   20120417 C1
C5922021   20120417 C1
C7126480   20120417 C1
C7363592   20120417 C2
C7383195   20120417 C1
C5986191   20120417 C1
C5677708   20120417 C1
C7570456   20120417 C1
C5396560   20120417 C1
C6200569   20120417 C1
C7734325   20120417 C1
C5369547   20120417 C2
C6549759   20120417 C1
C6428839   20120417 C1
C6356038   20120417 C1
C6947456   20120417 C1
C7914450   20120424 C1
C5555369   20120424 C1
C5908810   20120424 C1
C5775995   20120424 C1
C5786464   20120424 C1
C5900929   20120424 C1
C6475521   20120424 C1
C6397136   20120424 C1
C6343426   20120424 C1
C6594565   20120424 C2
C6615270   20120424 C1
C6484046   20120424 C1
C7081195   20120424 C1
C7117041   20120424 C1
C7835757   20120424 C1
C6325414   20120501 C1
C7489423   20120501 C1
C7332881   20120501 C1
C7405443   20120501 C1
C5739082   20120501 C1
C6114148   20120501 C1
C7837119   20120501 C1
C5726772   20120501 C1
C6937187   20120501 C1
C5849811   20120508 C2
C5623601   20120508 C1
CRE40220   20120508 C1
C7519518   20120508 C1
C7484306   20120508 C1
C7275645   20120508 C1
C7265674   20120508 C1
C7314308   20120508 C1
C7368162   20120508 C2
C7422053   20120508 C1
C7115134   20120508 C1
C7152640   20120508 C1
C6405704   20120508 C1
C6232328   20120508 C1
C7216888   20120515 C1
C5524251   20120515 C1
